,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
332,schooler,violen…,usual,intoler,crime,wealthi,town,voxdotcom,troll,potu,breitbartnew,march,bloodi,ultim,adding…,jump,trumptrainusa45,chicagoan,rightw,a…,anyway,hall,climat,jynx,shoot…,gun viol,slaveri,cultur,build,deaf,mayor,weapon,chang,voter,stand,gun,firearm,anniversari,articl,violenc,,👍😂👏👊✌💙,cub,chicago,ribbon,nra,realiz,obamaendors,shame,realdonaldtrump
333,amazin…,realcandaceo,kashjackson2018,action,the…,w…,comment,surg,"
whi",number,anti,truli,elimin,minkytigg,rate,incit,to…,yeoldecoldi,then🤷🏻‍♂️,astonish,incid,buzz,latestbuzz,countri,violenc,soro,agenda,propos,davidhogg111,crimin,mugab,less,prevent,control,along,chicago,marisatomei4,fix,obumm,gun,gang,take,us,gunsensechalleng,,nra,whitehous,tire,hospigengt,dloesch
334,everytown,student,street,protest,davidhogg111,nation,ndp,attent,school,ill,vio…,speaker,heasti,11th,michaelskolnik,chicago,state,dloesch,blind,donat,fellow,regul,happen,russian,updat,disagre,support,chicago’,harleyrouda,america,sandyhook,terribl,vote,associ,plagu,3d,powder,war,prevent,rjgotagoni,cc,mranglinvassel,mass,shoot,,gun,succeed🙄,ouch,😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡…,realdonaldtrump
335,ban,legal,prevent,complain,still,address,bannig,stand,oconnellpostbiz,accept,act,stupid,buttload,hmmmnra,econom,loss,filmmak,metal,,save,talk,"gop
crnc",dnc,"collegedems
lpn",reason,tw,impact,resist,benisorion,nigga,ap,speak,lost,wont,proud,bangun,we’r,fb,candac,nra,forcibl,quintinscloseup,chsnew,violenc,version,personifi,given,chicago,stop,gun
336,conserv,"on

to",crowdespeci,wrightpattafb,remainnamele55,walkawayfromdemocrat,☮️,rifle”,“mass,“gun,“assault,lost,parti,promot,duuuuuhaaaaa,reduc,obstruct,juliu,appar,sensevot,solut,young,janmorgan,soldier,usng,research,hmni,mask,chicago,work,violenc,walker,mike,matterth,implic,"usa
",usa,could,uncomfort,nra,trump,none,yep,nraisaterroristorgan,surreal,nonra,vicente101,bobzimmermp,👏👏👏👏👏💥,
337,solut,what,nation,due,control,deal,book,pay,studi,parkland,health,33000,believ,tawnel,chrislhay,gang,crime,tiohardiman,chang,nratv,hillaryclinton,protest,gamecocktrd,perchorin,amend,diana,and…,right,prevent,commit,shoot,with…,connect,anti,polit,negro,gonna,promot,kurtschlicht,excel,analog,barackobama,mental,🇺🇸🇺🇸🇺🇸,intervent,ridicul,nra,chicago,bb,gun
338,allow,fact,thisisaheart,dream,inconveni,street,hav…,gunviol,zone,hell0nessa,michigan,litigation…,offset,violenc,lo…,bullshit,anti,senbillnelson,offic,repdennisross,marcorubio,grate,victim,traffic,pee,“mass,rifle”,“gun,“assault,theater,vote,protest,stand,senseless,sir,letter,s…,pinnacl,us,,will,affect,own,chicago,shoot,jugmeat,nra,gun,time,yahhhhhhhhhhhhhhhhhhh
339,account,three,town,caus,district,feet,legal,march,3d,"march

and",321,stream,mayor,dear,ban,d…,candid,isnt,hall,anybodi,2a,reduc,school,gang,shoot,courag,proud,congress,is…,lunch,health,drug,shouldnt,held,protect,gun,remark,victim,trauma,prevent,anti,nra,quero,oi,support,togeth,chicago,protest,cnnsuck,finger
340,zy,ahoo,nora6122,rise,true,erin,murphi,crowenation2018,defe…,said,hand,govparsonmo,violenc,weapon,fact,deserv,bullet,candid,address,fight,intoler,warnerthuston,warner,crimin,a…,abou…,war,provid,gun,recent,truth,cbd,sensibl,keke,protest,public,what,law,wnep,riversofjoyi,kipkeeferradio,prevent,shannonrwatt,chicago,wasnt,heaven,yes⬇️,,gunsafeti,nra
341,pro…,feder,ajstream,here,giffordscourag,death,provid,inconvenienc,anti,the stream,liber,demonstr,"logic
so",belief,gang,offici,nra,protect,isn’t,fan,nwi,america,clampsbycaseeey,meganranney,intoler,real,bullet,educ,protest,gun,cc,huskie88131,smh,sister,shot,realalexjon,march,law,idiot,quintinscloseup,chsnew,chicago,amen,theyr,thing,14,"teamerin

politicsofjoy",👏👏👏,💚💚,johnnydeppisinnoc
342,wi…,excusereasonjustif,horrific…,judg,rule,ex,letter,non,calibremag,shot,safeti,nation,momsdemand,law,protest,wgnnegovan,epidem,prayer,wgnnew,it’,shut,gangster,respons,doesnt,walkout,well…,reach,lose,local,surg,pessim,along,none,kill,wors,fix,afford,truth,they’r,gun,guard,spoken,somewher,chicago,innoc,winwin,scrowder,🙁😫🤥,nra,win
343,haven’t,gun,momsdemand,id,american,cmv,complet,suicid,across,worri,avail,disagre,violent,polic,franc,rweingarten,owner,kansa,anti,school,stronger,stand,polici,,kylekashuv,caught,shaunfromep,donat,control,endors,walkaway,citi,cannot,epidem,prevent,pleas,cwbchicago,nra,davidhogg111,could,common,everytown,teamtrudeau,groceri,stop,realdonaldtrump,chicago,congresswithterrorist,👍👍👍👍,violenc
344,wowzer,cruelti,stricter,re…,alon…,leadership,law,againwhi,defend,protect,“march,⚡️,boycottutah,together…,historylvrsclub,2018,protest,student,helpvisit,photoeditflyerslogorollupshop,"bag
i","link
flyers
logo…",berni,threat,american,pray,nro,educ,"
sissi",2adefend,zone,in…,march,shut,hello,peopl,kid,davidhogg111,us,promot,democraticag,demgov,epmurphymn,gun,chicago,shoot,😭😭😭,expectu,lindsaycarole5,🙌🏽
345,peep,somehow,financi,shooter,insur,legal,kriskobach1787,grinnyvon,owner,taylornic69,chicago,arrest,protestor,nra,expos,orlean,epic,number,crime,support,dpadgett4chang,kaitmarieox,rememb,pinoyletariat,loggedonanim,surealrightok,1m,ms,raley,carri,snake,gun,healthcar,firearm,cobra,he,mexican,anti,threaten,money,wast,violenc,vote,american,victim,issu,bluewav,promot,annoyedott,end
346,never,iknowingham2,inghamfamili,knife,nonc,anti,famili,what,complain,surging…,"care

with",brazilian,"
take",gun,anim,high,🤷🏾‍♂️,reform,blank,sayin,shore,administr,much…,kcwe,kcpd,shawnmend,pinoyletariat,loggedonanim,madthescientist,surealrightok,nra,realdonadtrump,eit…,protect,violenc…,liber,right,time,reduc,000,protest,brokenrecord,davidhogg111,😤😤😤,sip,chicago,psycho,yeah,ain’t,excel
347,cewislarrol,dickytrickl,warlockholm,rickmayhem,nogunviol,votegunsafeti,wessmith123,nonramoney,votevet,gunreformvet,violent,volunt,resourc,sys…,blacksburg,appear,road,clip,huge,stefanmolyneux,msmassage1,threat,protest,lefti…,load,paranoid,schizophren,unusu,change…,creat,33000,violenc,leader,speak,activist,true,rucku,readi,american,therealgop,polit,control,strictest,law,,chicago,wound,gun,thursday,well
348,march,protest,about…,wat,mueller,breitbartnew,kill,break,concern,sjschauer,simultan,bizarr,issue…,katerwaul,ppl,brawl,amid,mom,die,enact,youth,impact,legisl…,evoc,imagebut,pervers,amidst,wrigley,speak,drive,lake,activist,shore,militia,globe,cowardli,cop,creat,change…,33000,anti,american,chicago,twitter,violenc,thursday,suntim,gun,wound,hope
349,phinsplaybook,who…,greater,far,disabl,disproportion,wrigley,shore,in k…,loud,outcri,48,deliber,innoc,defens,gun,it…,"home
dont",bookshelv,"bomb
inherit",victim,buy,help,rosemcgowan,doesnt,seem…,protestor,threaten,arrest,street,hampton,road,griev,mani,getupespn,lauramrutledg,part,idiot,anti,shut,safeti,dissonancepod,pew,chicago,violenc,protest,ned,mentalhealth,ndp,🤢🤢🤢🤮
350,crisi,protest,march,violenc,us,famili,country’,pessim,br…,surg,along,econom,shoot,224,2000,murdersuicid,support,il,suntim,wound,thursday,obama,talbertswan,barackobama,2016,bother,crimin,social,wake,racism…,"

good",injustic,heard,proud,public,health,shut,affect,innoc,erictorel,treat,nra,marcorubio,gun,stop,thing,pleas,worri,chicago,uhhhh
351,racism,deplor,statehous,ananavarro,ana,wrigley,real,viol…,mayb,violenc,berniesand,eveproguid,nation,jou,didnt,march,nra’,malinowski…,let’,nj,russia’,countri,school,network,mass,minipanda,egh,anti,arrest,gun,law,protect,fl,spade,shut,protest,shoot,cultur,read,surging…,demo,king,khan,marcorubio,emigr,brazil,chicago,thread,exactli,truth
352,roll,submit,victim,orlean,survivor,parkland,host,street,👏🏻,sum…,ground,efvillag,absolut,gop,anti,danger,burgskelet,refus,nra,vi…,terribl,shoot,africanamerican,march,call,focu,nation,terror,law,prevent,dloesch,math,masa3256,civil,protest,safe,behavior,thuggish,thursday,trigger,agre,couldnt,canadian,prisonplanet,wound,america,chicago,fox4kc,unnecessari,endgunviol
353,misconcept,buzzword…,famili,school,studi,citi,b…,solut,violenc,notcapnamerica,canadian,"here
im",surg,y’all,toronto,brazil,fuss,ill,nationwid…,timetotalk,act,increas,must,“the,along,happier,innoc,teen,opinion,joicemujuru,catrionalaing1,lilomat,anti,young,random,chicago,shut,march,berni,gun,journal,wound,thursday,nra,watchquintinscloseup,chsnew,lost,,brother,walkaway
354,survivor,canadian,e…,thursday,death,wwltv,govern,trash,situa…,advoc,m…,violenc,selv,reduc,wepon,enough,possibl,harm,children,gun,shut,krassenstein,shoot,heartbeat,nrlc,unbnew,wound,,truefactsst,victm,march,stop,tori,torontosmayor,ctvwinnipeg,crimin,anti,anti…,fredguttenberg,kc,3d,nra,polic,chicago,victim,protest,trump,sigh,yeaaaaaaaa🌋💯✊🏽✊🏽♨️♨️,👇👇👇👇
355,iraq,nelbamg,angr…,america,solv,street,mental,dr…,foxnew,lower,realiz,90,shoot,citi,longlive2a,educ,stupid,indacloudss,die,anniversari,nearli,control,ridicul,problem,nra,answer,lmaoo,law,reduc,sens,lawmak,incid,violenc,prayer,newyorkstateag,bdoma,brianteuton,connect,anti,grasp,handi,guid,spread,impact,gun,rollin,qanon,tune,wow,chicago
356,knife,racism,tonyarch,stand,youv,threaten,jaketapp,"snoop
polic",jake,harithaugustu,laskerrichard,justic,claim,davidhogg111,"shrewed🤣🤣🤣
boom🎇🎇🎇",shrew,🤣🤣🤣realli,polit,prominen…,politician,marchforourl,endgunviol,everyday,gone,dawg,ugh,public,huge,wish,violenc,"

✅
✅
✅
✅
✅
✅",comment,end,plastic,gun,dana,pl,wouldnt,hell,victim,shoot,background,nra,protest,chicago,xoxoyani85,,sad,dloesch,seemswel
357,qurban,take,incred,curfew,guard,grasp,arcamax,legisl,come…,,blame,odor,tinfoil,twatwaffl,trumpstyl,public,live,anti,polic,chicago,fan,bitch,prayer,mean,need,don’t,care,rant,disturb,prevent,womp,talk,incit,dloesch,poor,grief,gun,well,that’,docs4gunsens,😯😦🙄🙄🙄🙄🙄🙄,badterd,disgust,idiot🤡🤡🤡,evil,wompwomp,💔💔💔,🎻🎻🎻🎻🎻🎻🎻🎻🎻🎻🎻🎻,threat,nra
358,country…,nastiest,unhelp,silli,els,dumb,legal,prevent,“woman”,richmondpolic,rva,dana,public,heck,mayor,well,mississauga,kill,idiot,lynch,isnt,brand,focu,assault,problem,firearm,robbystarbuck,pvandammeeu,"
catrionalaing1",ban,realdonaldtrump,dloesch,tip,victim,randcorpor,tri,piec,ghost,shoot,nevertrump,deserv,,lol,playboy,atlantamarch,criminal⁉️,ummmmm,prison,devast,nra
359,sure,stori,tote,lisa,shoe,law,"emigration
🔸braindrain",🔸capitalflight,"🔸brazil
🔸failingstate
🔸
🔸migr",ugli,ny,shoot,violent,obvious,import,she,group,intend,worthless,congress,davidfrum,fist,m…,protest,pollut,dloesch,whole,chicago,harder,womp,survivor,didnt,anti,nra,trumper,america,davidhogg111,terrorist,charliekirk11,oh,preetbharara,,care,court,dana,fredocon,howl,126,ohio,omg
360,that’,georgetakei,bloodi,promis,gun,invent,kremlin,jimjordan,"attentionaction

bethechang","

worthi",anti,charliekirk11,send,⁦dloesch⁩,dana,talk,reduc,understood,school,sick,"va

marchforourl",jfc,"dloesch
",wound,seriou,frick,countri,lie,violin,cue,thought,terrifi,prayers🙄,,charlottesvil,victim,womp,nra,chicago,organ,dloesch,postcard,lynch,goawaynra,epmurphymn,😡😡😡😡😡,arrest,threat,snowflak,good
361,flower,protest,l…,opinion,danger,victim,hoo,tjmiii,weak,bed,cp24,liber,is…,obtain,ryanaranowski,msnbc,museummichael,robotnik,mayb,realdonaldtrump,she’,,delic,pcp,ummm,mike,gun,3d,237onlin,womp,guy,teen,marchforourl,charliekirk11,nut,boo,print,murder,dement,lynchabl,law,safe,prayer,❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️💔💔💔💔,dloesch,chicago,teenytinyflam,👇🏽👇🏽👇🏽,terribl,nra
362,use,country’,dc,everytown,import,prevent,speak,murder,point,orelan,don’t,davidhogg111,elimin,justic,poetic,ned,control,ball,emma4chang,they…,stop,violenc,foolish,long,po,,gun,chicago,team2020trump,butbutthey,resign,nra,dloesch,mater,alma,discuss,kylekashuv,slime,care,prayer,liberalswhini,victim,wait,ha,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"amen

maga","teamerin

politicsofjoy",huh,fbi,lynch
363,twitter,all…,per,ye,charliekirk11,violen…,survivor,everytown,stop,black,picnic,1287373838288,teeveeben,days…,retali,threaten,lynch,crap,davey,excel,march,true,viewawww,harri,sticker,“end,pew,danaloesch,protest,sens,crime,victim,protestor,attend,violenc,nra,dloesch,woke,prayer,chicago,reform,stori,theresist,inform,past,yeah,whiney,demvoic,charlottesvil,"dealer
regulations

law
center
to
prevent
gun
viol"
364,sell,talk,smile,oppress,anti,violenc,candid,loesch,dont,thought,aliv,terribl,hightechlynch,brutal,going🚁nap,mmfa,poor,threat,😠😠😠,definit,rope,polic,assault,democrat,she,yesterday,hoo,boo,smfehir,cuz,murder,care,prevent,chicago,"dana
not
dloesch",,lynch,prayer,gun,horribl,inde,well,fact,gunsensenow,assuredli,insan,nra,😂😂😂,lol,dloesch
365,dana,loesch,american,tatter,pant,sue,👍🏼,parklandshoot,bumpin,nomo,incid,flood,law,po,condescend,multifacet,amarch4ourlives…,convers,school,softbal,denialland,countri,threaten,survivor,address,mershak,sound,chees,lynch,snowflak,part,fridaynight,nrarussia,well,public,excit,dloesch,duh,whine,threat,chicago,wish,btch,nra,,gun,⤵️⤵️⤵️⤵️,"private
sales
in
indiana

law
center
to
prevent
gun
viol",hello,acosta
366,gun,despit,changetheref,joaquin,emma4chang,insan,feeler,win,youth,commun,bluntblowin,commit,popul,glorifi,ron,perlmut,perlman,sens,anti,threaten,protestor,kylekashuv,jessiejaneduff,actual,candid,thought,research,societi,hurt,saddest,cartel,due,shout,die,chicago,young,nathanhrubin,aww,poor,whaaaaaaaaaa😰,crustyone2,exampl,dloesch,,prayer,"law
center
to
prevent
gun
violence

because
smart
gun
laws
save
l",ahahahahahahhaha,voteblueforamerica,unbeliev,still
367,wouldnt,whiner,least,school,bravo,polic,public,due,trigger,possibl,fantasi,sexual,shoe0nhead,dolphinondolphin,sober,nyt,thedweck,citi,nah,bankrupt,innoc,card,illinoi,educ,design,stop,kneel,crap,divers,nation,golf,vacat,dt,send,kill,propaganda,speechspew,manipul,anti,nra,lynch,threaten,,guard,yahoo,roysexton,violenc,gun,victim,moron
368,frighten,shouldn’t,eopcr,america,death,flyer,pounc,nyt,truli,senseless,presid,gsc,84,alon,“lynching”,far,claim,shot,um,ground,area,hope,doi…,bitch,beauti,chicago,joaquin,wtf,resist,gun,desesquerdizada,ryanrodriguesz,ad16,rbk,thought,prayer,lynch,thequart,sens,nonsens,lost,violenc,,threat,pictur,nevei,nra,fbi,"gun
shows

law
center
to
prevent
gun
viol",accid
369,to…,huge,demonstration…,anti,arrest,threaten,protestor,appar,the…,threat,timetotalk,priorit,directli,impact,should…,idontevenknow,sierraclub,frontrangejbgc,indefinitewild,bother,beautybind,viole…,protest,tough,poor,delic,hyster,danaloesch,gun,ye,student,school,slushey,charliekirk11,cant,brainwash,rucku,"

boofuckinghoofory",crybabi,dish,would,proud,support,bitch,erichold,realjameswood,prevent,chicago,nice,nra
370,mileslunn,kinsellawarren,1but,o…,fed,death,testifi,hall,town,um,chicago,demonstration…,anti,protestor,arrest,threaten,birthday,protest,mrfilmkritik,sarahrubywrit,amer…,"prayers
we’v",answer,sound,game,brief,embarrass,medi…,fakenewsmsm,dont,die,cultur,awpoor,racist,famili,realli,merriamwebst,dictionarycom,cc,stole,scotu,thoma,incit,public,favorit,joaquin,✨💛,gosh,care,aliv
371,push,embarrassingli,stem,the…,town,student,exist,protect,uptick,racism,bigotri,canada,shock,markusoff,threaten,arrest,street,demonstration…,protestor,illeg,trigg…,trigger,resid,cali,hollykerstin,shot,hall,immigr,thealanvarga,steadi,declin,30,gener,heart,gun,fatal,13,friday,run,bad,guac,memori,elizabethdrewoh,cost,fight,chicago,sue,anti,nra,lt33
372,tw,kuroaka…,"

thi",beyoncé,innoc,mayor,cit…,kwilli1046,arrest,seriou,suffe…,misguid,incit,youth,mirwaizkashmir,suffer,camshaft25,end,angryc,"🤔

you",neeratanden,here,death,13,protestor,threaten,tictoc,control…,griev,francisco,chronicl,shut,ban,africa,cdc,friday,shot,fatal,chicago,wonder,anti,san,littl,america,nasirk,nra,poor,davidnoriega81,potus45,
373,ugli,antifa,threat,distrib…,interfer,info,bear,temporarili,lebron,hansalexrazo,others…,ground,"

wrestl",downwcommi,or…,societ,failur,year,student,demonstration…,threaten,involv,teacher,“regular”,mathuraroad,dp,o…,gifdsport,seem,speech,mention,bring,shut,hand,change…,33000,feast,23m,autumn,ampamp,prayer,citi,🙏🏾,violenc,protestor,arrest,anti,militari,chicago,end
374,is…,jump,explain,agbecerra,anyon,support,want,technolog,combat,independ,facial,price,accompani,w…,there’,therickydavila,gray,ferri,antigun,earth,blame,anti,threaten,protestor,demonstration…,cnn,safeti,public,risk,drug,"excuses
34249incid",thug,stoke,instead,chief,kashmir,school,shut,wah,move,godbless316,erick407a,kylekashuv,shoot,violenc,gun,chicago,hoo,boo,liber
375,repres,manufactur,"
6",instead,shut,idea,ad,bazooka,barbi,anti,protestor,wouldnt,burn,today’,deter,oppos,strictli,kylekashuv,epitom,nilegirl,violence”,“the,thought,honey,public,aliv,mrroughton,kitchenmm,solv,problem,viol…,march,threaten,plea…,mess,prayer,threat,grow,lt,கள்ளத்துப்பாக்கிதிமுக,victim,africanamerican,gun,toronto,grappl,day,don’t,chicago,care,hero
376,ditto,compass,extend,dloesch⁩,true,republican,"racist

a","warriors

not",democr…,safe,tot,danaloesch,"nra

totsandpear",pear,law,kc,mayor,jasonkand,truth,violenc,iowawatch,kxel1540,american,remind,wage,parad,legal,real,elect,dollar,everytim,mtv,mevcri,gun,don’t,radio,opportun,dana,harleyrouda,katieporteroc,skern0223,nra,protest,tax,reduc,care,amazingli,thoughtsandpray,🎻🎻🎻🎻🎻🎻🎻🎻🎻🎻,incredibleindia
377,instead,marcorubio,ivankatrump,ad…,kboitv,affect,safer,exampl,family’,deport,separ,exposur,homicid,aggregatelevel,rape,hidden,citi,strugglin…,youth,gang,clean,slightli,shoot,annez1,kill…,waaay,control,violenc,march,argument,junereevesart,victim,fight,america,"
shuniteverywher",how,gun,flint,zili,student,unmitig,gall,not😠,senrobportman,bradwenstrup,lucki,ralli,sad,sum,disgust
378,33000,creat,change…,central,victorfed,idiot,where’,fordnat,futur,⁦…,beyond,lucki,⁦jessicahbeard⁩,along,felt,bc…,write,end…,think,forth,seen,ac…,old,chicago,blame,children’,tragic,chaplain,dloesch,countri,impact,health,ramp,bloke,wipe,wet,cnn,ladi,american,lost,rock,home,peopl,,sixti,unsuccess,themarkpantano,gun,hahahahaha,sue
379,condon,upset,bribe,"
end",stand,taken,infomerci,itch,cream,vagin,civilright,civil,walkout,accus,dam,otherwis,gunviol,backfir,support,wow,creat,join,enforc,davidhogg111,heart,g…,wont,nr…,citi,gun,victim,kristinrodham,promot,harrystyl,trogain,kno…,glorifi,anti,issu,th…,couldnt,❤️,si,reduc,senmikele,chicago,violenc,liar,nra,behind
380,organ,anti,salemnoir,boo,"

guncontrolnow

th",unabl,exist,nra…,prayer,violenc,topic,blue,miss,sahinchcliff,dstroyru2b,seen,vote,bla,shoot,juliussmalema,sta…,mass,nra,18th,robin,trick,,chicago,song,concern,let’,william,left,thay,carri,bluewave2018,blm,8new,guy’,pension,taxpay,donat,end,don’t,👏🏾😢,control,gun,democrat,endgunviol,stop
381,told,survivor,african,thug,off🙄,articl,he’,control,obama,kens5eyewit,plaza,fuel,violent,gun,shannonrwatt,p…,imaginari,socialismkil,vicar,aw,fight,except,survey,chees,violenc,schooler,littl,tini,march,shoot,ontario,whine,what’…,conservativeind,realiz,town,el…,dana,🇺🇸,justli,wannab,violin,yesterday,schill,louder,nra,im,chicago,👌🏼,yep
382,control,place,solut,rhodandragon,firearm,far,polit,deserv,demand,restrict,honor,repmaxinewat,studentsdemandact,wher…,solv,negro,ban,beet,marchonnra,problem,jimmacmillan,state,politician,lost,nobodi,alx,jne,jillsey11,walshfreedom,amdahlcm,care,fewer,law,dloesch,notesfromhel,"angiecraigmn

teamangie
turncd2blu",safeti,losser,cw,endchildpovertynow,acab,booksnotbullet,"dramatic

",phillyinquir,,chicago,richli,100,obamaday,nra
383,delusion,fyi,msnbc,firearm,obama,trump,increas,reduc,control,dana,evid,amdahlcm,walshfreedom,rhodandragon,jillsey11,right,orang,preval,takethatdoctor,the…,anti,wit…,chicago,counterprotest,denver,arnoldschwarzenegg,perspect,former,mate,evil,b…,demand,shot,march,alyssamilano,"

figures

marchonnra",dloesch,violenc,issu,compani,gun,crime,america,protest,flake,snow,lordesway,kid,😀😊😀,nra
384,racist,thursday,paper,translat,loon,leftist,town,movement,fea…,conserv,statandmelo1,charliekirk11,senseless,short,murder,march,the…,info,victim,marchonnra,toronto,temporarili,chicagomurdercount,chat,send,act,wound,chiraq,convers,bluetsunami,votedemocrat,johnwoodrowcox,commonfact,alternativefact,2a,reduc,control,poop,pointless,jpederson2728,member,,gop,protest,whiteprivileg,anti,gun,nra,blacklivesmatt,😂😂😂👍
385,stevehank,flee,behind,solut,here,stuntzombi,erichold,brainwash,operat…,halt,drug,serious,he’,entir,emma4chang,dumprham,stori,must,excitingcongratul,khaliah,popul,"
we",babeh,awww,enough,dee,tweedl,someth,style,the…,march,bluewav,amjoy,gun,pro,protest,mrbrodi,govern,craft,brewer,long,may,year,care,caus,idjit,nra,lmaooooooooooooooo,sandyhook,capsarcastica
386,w…,organ,shannonrwatt,regul,becom,marchonnra,protectmn,inform,studi,presid,ndp,andreahorwath,control,oppos,violenc,crisi,epidem,kid,protest,reform,interview,mani,crimin,3dprint,marchonnrawi,"
bluetsunami2018",bluewave2018,saveourelect,loser,shot,taken,citi,incit,provinc,joke,relat,,afraid,politibunni,7000,alyssarsbn,chicago,that…,drug,gun,quit,turnout,nra,joaquin,❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️😭😭😭😭😭😭😭😭😭😭😭😭
387,daddi,basement,commit,nation,elect,activist,brought,gibson,twist,ow…,buffalo,special,anarchist,threat,jail,member,confer,minim,"schools
illegitimatepresident…",taken,attent,stand,momsdemand,lost,leader,pray,honor,organi…,massacr,sherifflombardo,bigleaguepol,caus,march,trump,erin,murphi,brownegretchen,gunsensecandid,alon,,left,press,awe,endgunviol,powertothepol,awefulsimpli,neverbowti,nra,womensmarch,never
388,dear,josh,mckerrow,joshua,msnbc,🙏🏽,organ,stanc,csra,poor,total,"
i",turn,march,realdonaldtrump,kharyp,33000,change…,relat,won’t,without…,stevekerr,matter,qualiti,resid,"prefer
horrif","agree
god","sambova
☮️🇺🇸🧡❤️",bs,welfar,epidem,dcampoamor,parkland,farmer,live,prayer,⁦dloesch⁩,"snowflake
that’",stop,victim,dloesch,violenc,"head

i",content,proud,chicago,gun,nra,dailycal,pensforp
389,slip,courtesi,everywher,996,zone,obama,player,good…,etern,something…,discrimin,brutal,form,naacp,sterl,easier,ge…,defend,gavinmcinn,kenjocon,spi,hug,sandy…,law,homeless,maroon,msd,shirt,protect,ceoprodigi,barackobama,chicago,victim,solutionsthank,onwurd,nra,violenc,purpos,icon,☺️,madisonsnel,senseless,gotta,world,joy,reid,davidhogg111,gun,marchonnra,❤️❤️❤️❤️❤️❤️
390,understand,rise,recogn,kharyp,reshap,"lies
you","soul
k…",amount,law,fuertefir,go…,travlr009,anguish,amberniblock,billynra,everytown,thug,unitewa,unitedwa,rucku,unless,lot,violenc,gun,happen,street,place,number,it’s…,less,moss’,peopl,neighbor,richardstark,somet…,randi,huge,aaa,race,caus,support,tie,getoutthevot,wa05,nra,,antifa,count,potu,sad
391,“thought,prayers”,politician,activist,foxnew,yesterday,bless,screen,trigger,shadyjay1908,assaul…,usa,headquart,young,funnysad,govern,buffalo,roadtochang,change…,33000,penntrauma,jessicahbeard,alumn,keep,protect,remov,b…,also,featur,prayer,to…,vi…,charlottesvil,briaasmithh,that,adult,law,violenc,,children,davidhogg111,shoot,gun,nra,fight,what,tinamarieea,💥💥💥,saytheirnam,looniesandb
392,gotta,scott26840,government…,isi,news,tennesse,pornog…,dianeblacktn,rogerskennethj,weapon,rampant,buffoon,insan,revolut,parkland,weigh,survivor,chick,ghetto,shoot,citi,and…,embarrass,bibl,mental,conserv,ask,donat,gofundm,downtown,carrier,least,krassenstein,student,fk,health,bail,worstcaseontario,gun,support,716,movement,march,versa,vice,sick,violenc,nra,dodgerollgam,6abc
393,valu,greatest,money,integr,movement,studentl,scare…,bush,end,around,stupid,victim,festiv,annual,pollackhunt,bubosaur,pandarich1211,state,elect,cit…,owilli,joke,street,90,person,health,peopl,activist,buck,idiot,stand,america,pray,chicago,understandin…,dramat,toronto,realiz,belat,obamaday,❤️💯,cop,lay,realm,survi…,thank,gun,nra,realdonaldtrump,preach
394,jrlh,blancacamachoni,steal,thehil,govern,u…,rather,org…,victim,bite,bullet,difficult,maryland,respond,capit,legisl,gazett,step,firearm,declar,dev…,epidem,put,hasn’t,st…,america,anniversari,90,selfcaresunday,it’,repdavidyoung,focu,💕ili,town…,portlandpolic,ninamnolen,rerejones10,suppos,arm,soo,heartbreak,shoot,senseless,hmmm,nra,thought,famili,ili,violenc,gun
395,dr,khari,appt,med,depressionanxieti,similar,shoot,gu…,eg,clear,brolykogan,often,gang,american…,celebr,wont,kill,33000,change…,due,hig…,mikiefan2013,tstjdi,p33weed,mulla,religi,money…,continu,american,die,wisconsin,mocowbel,politician,tulan,survivor,parkland,pleas,fate,defi,gun,violenc,creat,nra,victim,way,yaboychuck556,nordicann,daelian,stop,none
396,exbbc,dj,risk,glorifi,side,chicago,lose,that…,xtremed3m0n,won’t,jonsantann,kelseyjarz,die,hand,agree…,fulli,spoken,progressivepolit,solut,foolproof,grassfedbutt,ftwgfid,dstroyru2b,gregcampnc,mocowbel,violenc,work…,republican,fatal,studentsdemandact,wher…,safe,preced,behavior,encourag,widespread,damienkitten,tourism,creat,change…,33000,citi,14,shot,nra,gun,stop,never,wef,mbindwan
