,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
135,repmaxinewat,hmmm,michaelmalic,demi,lunat,lock,flunki,doesnt,violenc,leadershi…,strategi,similar,repuls…,countermeasur,lucywins2018,save,arm,nra,38658,accord,everytown,kill,eu,lost,health,parent,reason,100,though,enough,w…,gun,debat,apaixonada,sou,toronto,ban,tho,develop,wherearethegirl,ignorantvileman,america,agre,polic,nation😂,"us

guncontrolnow",wont,💲ell,cop,end
136,boarder,secur,torontosmayor,serious,ahead,rolandpari,complet,black,inclu…,dearbiplov,voic,chieftain,protect,work…,kfile,buzzfeedben,hire,bulletproof,owner,georgia,democrat,senior,product,you…,famili,shorelin,plan,solut,school,comment,alyssamilano,"tweeting
fact",shop,backtoschool,lucywins2018,anyth,normal,solv,countri,insan,student,violenc,cbc,didnt,gundamrx101,"me

gang",toronto,,求仁得仁,realdonaldtrump
137,georgia,primari,seat,activist,antigun,a…,speak,denikeoyetund,thefavoredwoman,fabrek,nellylaoni,alot,"shooting
2",escal,kharyp,bloke,meanwhil,youth,that…,king21wild,mjolnirthegreat,struggl,t…,aspen,lucywins2018,shaunk,rodrosenstein,stopkavanaugh…,wglaaber,candid,book,homeschool,school,lose,violenc,vote,didnt,toronto,count,wakeupalyssamilano,alyssamilano,cnn,product,chang,rico,puerto,nra,,readm,redtsunami2018
138,hoaxer,pro…,dsochoa,away,ed,cousin,jealou…,thinkin,asf,similar,imag,beco…,y’all,woman,handel,“thought,prayers”,grantandrew73,bookers75,prayer,primari,violenc,congression,antigun,can’t,mcbath,believ,nra,cnn,strict,méxico,relat,how,liter,georgia,product,luci,show…,me4indyforev,gordonharmoni,picturesfoid,didnt,protectmuel,protectrosenstein,bigheadtal,obama,gop,toronto,speakerryan,votethemallout
139,immens,throughout…,tonya14668725,invi…,impli,marcorubio,kylekashuv,alyssamilano,inner,bu…,student,primari,congression,activist,antigun,georgia,there,vote,gun,ralli,didnt,control,obey,discern,caremkefo,awb,shoot,luci,anoth,voic,system,senseless,bloodsh,huskiiboi,urg,cbs12,talk,ajenglish,product,taken,violenc,thedarkoakgam,protect,toronto,law,inform,thirst,brave,honest,tea
140,downhil,caremkefo,end,dress,slaughter,act,pb65,strict,rate,violenc,america’,bullet,backpack,an…,refus,jack,address,mental,478,sclem81,charliekirk11,murder,potu,behind,drop,immigration…,cathol,speakerryan,portion,waterpark,y’all,american,john,usa,sideshow,hainesy71,picturesfoid,beyond,mass,school,black,instead,nope,shoot,nobodi,100,cant,😡😡,believ,import
141,tattoo,lucywins2018,timelin,refer,sick,victim,wors,cathol,necessari,"ever
children",right…,break,curb,globe,piec,here,american,mousseaujim,address,johntori,citi,safer,,picturesfoid,ladythriller69,jamesplake721,glorifi,young,wow,angusjnobl,senseless,meghanmccain,promot,us,neighbor,schoolmat,cbs12,huskiiboi,hand,matthewhynd,respond,guncontrol,senschum,nancypelosi,gun,air,adamgarrier,progress,distract,toronto
142,jackieharling1,matthewasear,student,unfortun,shot,ban,busph,proudli,someth,th…,victim,keep,epidem,poor,fredguttenberg,stinchfield1776,whatabout,streetsschool…,✊🏾,drop,spot,nra,"toronto



amanda",parris…,increas,violenc,speak,mind,rip,💓🧡,quot,america,strictcontrol,keepcanadasaf,start,curb,,pointoflight,savannah,advoc,gun,endgunviol,👏🏻,toronto,sound,electluci,me💜,teamluci,stop,nomorenam
143,thedemocrat,huskersteve2,curb,globeandmail,t…,behavior,nut,articl,crimin,theroot,prevent,safeti,shine,resembl,gun,help,issu,crybabi,amend,famili,fargo,speak,histori,ajenew,program,law,dianedean,jimwatsonottawa,everytown,protect,america,liber,owner,2nd,healthcar,black,crime,protectmuel,protectrosenstein,problem,donat,courag,anoth,focus,toronto,stop,,indivisiblega06,🙌🙌🙌,emphasi
144,booth,captur,everi,attack,less,dcexamin,emma4chang,cameronkaski,"nothing
weakass",hypocrit,gov,capes👇🏻👇🏻👇🏻,👇🏻👇🏻👇🏻not,hero,bulletproof,point,isnt,carri,crime,anyth,moveon…,own,luci,violenc,public’s…,cnn,nra,shannonrwatt,we…,canadian,davidhogg111,bomb,nation,answer,love,polic,grab,wookietim,end,heart,articl,sick,toronto,sensand,reunitefamiliesnow,guncontrolnow,peoplearetheproblem,wow,respond,gun
145,solut,"brown

2a",dr,shoot,investingandmma,solv,violenc,dloesch,davidhogg111,lupevaldez,bluewav,txgov2018,backpack,bulletproof,vigil,anytim,fairi,bunch,equat,rape,1stkiersten,averywgardin,cnnpolit,prevent,luv,leader,said,meandto,hurt,cbcnew,,150,insan,protest,lawd,🤦🏻‍♂️😩,articl,gehlingtammi,realjohnsutt,toronto,sick,enough,ye,gun,nra,luci,popputartsu,senatorenzi,replizcheney,citi
146,note,,candid,meth,fentanyl,1ztbornunicorn,sleepyhead,suggest,desper,wtf,ab,shoot,support,help,puerto,whether,almost,convers,liber,lovrboiangel,tire,johntori,america,violenc,nobody’,address,treason,administr,jmekel,mradamkel,enforc,nerd,mani,votelikeablackwoman,✊🏽❤️🖤💚,lead,school,❤️,joecressi,shut,nra,charliekirk11,succeed,gun,lost,canada,amaz,toronto,amarch4ourl,fight
147,intent,rich,commun,conclus,nytim,sound,america,bradybuzz,harder,airport,leader,suffer,"did

don",everytown,creat,die,dipshit,win,potu,domest,question,cri,fight,wake,father,stand,canada,help,black,violenc,🙏🏾,iamapeacemak,levistraussfdn,protect,forgiv,lose,countrymusic30,victim,solut,end,vote,amandaparri,nra,issu,iowagop,georgia,maga,,sens,gun
148,papolit,turzai,eskopov16,separ,ha,geni,luck,viole…,background,epitom,shoot,walshfreedom,mctoone63,anti,prevent,countri,sad,outta,freak,insan,sick,regul,3d,protect,dolphin,luci,mcbath,mass,state,joke,let’,america,york,wors,wrong,it’,thank,convincesomeonetovotein4word,nra,violenc,gun,control,million,understand,comprehend,toronto,ye,zip,nobrain,absolut
149,shoot,convers,sens,prevent,basic,mostli,guncontrol,despic,dime,stop,care…,georgia,defend,violent,64433,issu,cut,nwpinpdx,fellow,survivor,letterwrit,studi,figur,abus,school,threaten,reform,els,justifi,power,drop,owner,beauti,ga06,nytim,blm,ban,sticker,black,♥️,shame,cbc,she’,rate,gun,lucywins2018,control,dofuuuuck,,nra
150,concoct,davidhogg111,g…,blog,lilbibbi,“ayo,down”,"hey
",bbq,black,hamilton,shouldnt,thedemcoalit,disclaimeri,sensenow,notokavanaugh,wherearethechildren,published…,shoot,ya,support,youth,,scourg,dv,situat,law,dloesch,anti,citi,initi,affect,iowa,amberforiowa,domest,violenc,reunitefamiliesnow,reuniteeverychild,crime,nra,fight,repswalwel,gun,loss,miss,glow,🤐me2,bluewave2018,aftprog,nytim
151,timetotalk,victim,gop,reformwork,"

ca25",steveknight25,almost,luck,suggest,victori,capit,polic,done,march,"😂😂😂😂😂😂😂😂

thank",endless,seek,chicago,takeaway,favor,wr…,kokomothegreat,wow,popul,incarcer,davidmstern,didnt,solut,domest,toronto,kill,talustheskadrin,read,administr,momsdemand,ajenew,🙏🤞,purpos,violenc,repadamschiff,fake,,nra,gun,wowjust,control,import,ap4liberti,nutshel,🤓🧐🤪😘
152,interview,toy,decreas,🤷🏾‍♀️,school,pretend,20th,johncornyn,livefreeu,levistraussfdn,larger…,levistraussco,debat,push,address,common ground,protect,handl,sh…,pophealth,populationhealth,law,greg,boyd’,gun,enemi,bullshit,suicid,ryanhillmi,proud,common,support,children,extrem,local,prevent,guid,anti,trumpcrimefamily👺,mouth,vet,countri,nra,deserv,,lucywins2018,👍🏼,👏🏾👏🏾👏🏾👏🏾,two,husband
153,violenc…,crimin,of…,peopl,slominskam,sinc,membe…,junckereu,societi,highlight,america,crazi,chicago,jack,incid,victim,ericswalwel,isn’t,lucywins2018,gavot,3d,wonder,i…,discuss,lew7915,advoc,picturesfoid,canadian,violenc,handi,mean🙄,respons,obvious,anti,toronto,luci,sicken,polit,che,quello,domest,,tomilahren,gun,rifl,truth,🙌🏾🙏🏽,keepgo,repswalwel,alliekit
154,untrac,polit,33000,change…,becom,hold,dear,polic,sarahchadwickk,other,ammunit,across,program,dijon,🚾3️⃣,research,type,timetotalk,dad,cdc,student,american,threat,around,debunk,“study”,increas,epidem,question,spread,nytim,“employer”,violenc,cdietrich1007,tw,chrisloesch,mr,stori,johntori,hero,countri,marchforourl,ummmthat,young,misogynist,idea,gun,definit,agre,nra
155,scare,melbourn,nowher,yeahw,solv,solut,england,sf,nraback,ericchurch,school,ban,fear,blame,peopl,commun,ri,fake,someon,defeat,handel,karen,america,polit,serious,protest,us,wish,toronto,nogunviol,43,ichv,endgunviol,sensenow,nra,victori,stat,control,law,plan,chrisloesch,nowthisnew,violenc,,gun,correct,primari,jfc,shoot,marchforourl
156,solo,tw,"

read",protect,product,care,violenc,countri,donna,safeti,commit,ajenew,disturb,bewar,kill,cnn,hand,leav,abolishic,stopkavanaugh,riseandresist,democrat,dloesch,toronto,state,beetsc1,mani,incit,wonderbitchtoo,seem,komonew,burienpd,gang,counterintuit,topoli,"going
m",joecressi,who,mass,alon,vote,shoot,nra,,mom’,demand,gun,canada,agre,insan
157,problem,rise,candid,lucywins2018,situat,group,superwoman,👇🏽,here,backtoschool,refus,anti,oakpeacecent,turnlivesaround,partner,murder,step,saferc,welcom,end,lose,onlin,stupid,bigger,shoot,reduc,"her
nonra",parent,dloesch,inner,cleveland,old,someth,better,lpd1836,luci,violenc,wh…,club,nra,notonemor,enoughisenough,law,decis,,gun,domest,must,stop,shame
158,s…,roskam,“a,teamcasten,conflict”,lot,mom,public,discuss,“we,don’t”,libtard,enforc,georgia,import,uptick,beetlehound1,recogn,ericchurchfan,chicago,thank,primari,elect,ok,stop,firearm,gang,program,prevent,oppon,platform,die,focu,implement,nationwid,violenc,victim,shoot,leader,law,decreas,davidccrowley,,nra,toronto,there,zhnxasc,x5,🤔🤔🤔,betoorourk
159,hit,f…,gone,christina,grimmi,nra,instiga…,hound,bark,fashion,i’v,unaccept,run,trump…,your,ca,mn,minnesotan,oppos,tori,de…,intent,maddiedimuccio,yep,member,toilet,unfair,unbeliev,braveif,lucki,rememb,rather,candid,anoth,plane,p…,vote,usual,tongu,ab,law,paper,lost,sir,word,toronto,texan,excus,,rabbihayon
160,innerc,run,elbh,usual,oneissu,con…,candid,blast,toll,begin,arrest,deport,ppl,brain,write,essay,femin,huge,son,primari,chicago,canada,offic…,ridicul,piec,molly3186,ltnamegt,ltspeakergt,consequ,through…,victim,seaholm,nelbamg,drvibeshow,outta,ltltltlt,ernurs,michaelgreyey,domest,see…,igorvolski,fox,phenomen,georgia,stop,violenc,soul,nyt,gun,concur
161,modestprop0s,research,everytown,mu…,repadamschiff,threat,rodrosenstein,redstates…,giffordscourag,gabbygifford,notic,rogersforhd57,harleyrouda,chicago,dutton,turnbul,didnt,theseancampbel,conservmillen,accou…,republican,nraback,toll,wound,thursday,film,attack,grow,"
occupylafayettepark","

impeachtrump
votethemout","

familiesbelongtogeth","
roadtochang",alarm,increas,mayor,kent,uneas,syfyfangrrl,soar,3dprint,cnn,purchas…,congress,product,public,health,gang,approach,sydney,toronto
162,thousand,activist,generation…,avoid,threaten,kind,nut’s”,“nut”,“anti”,toll,wound,thursday,chicago,rais,sorrynotsorri,pedophilia,child,god’,shannonrwatt,ev…,kathygriffin,kolleenkay,intentionality4,children…,prolif,hour,law,hand,goin…,restrict,tavi,rudaynab,the…,regard,teacher,gu…,speak,rollingston,ericchurch,impli,72,"home
4",incid,gun,articl,crime,nra,seem,love,bail
163,effect,asf,student,parkland,s…,own,legal,tomilahren,u…,high,argumentsl,abortionright,oc…,sarahedoucett,juskoolnuh,badnewsbrown999,craigsimms589,suzanal,akalamus,gun,inner,relat,fordtographi,netflixuk,thrown,kidnappi…,officialmcafe,are…,dollar,town,ridetheoasi,live,subject,qed,sinc,picturesfoid,fabsh,gang,law,strict,spain,machin,chicago,solv,dumb,tf,🎶thi,it🎶,certainli,
164,mcconnel,letter,leadership,exhibit,patriarch,complex,u…,rjowen4,tight,fordnat,belie…,legal,torontomia,canada,privileg,requir,mayb,becom,liber,all…,sportgeneros,dagsix06,russellokung,kneel,mental,oliv,skewer,politician,blame,loui,heartach,from…,gigibopo,suffer,mitchellvii,trudeau,"daily
🇨🇦🇨🇦🇨🇦⚡️⚡️⚡️⚡️⚡️🐀🧦🐀🧦🐀🐀🐀😡😡",safe,victim,violenc,senseless,insan,johntori,countri,education4lib,sportylady75,gun,chicago,cebu,
165,piss,welp,honor,vstoronto,kept,son,nation,lost,wage,live,hous,protest,thu,taxpay,bullshit,program,fund,“i,knia,singh,rival,torontosmayor,think,intervent,democrat,🙏🏽,offic,militari,shoot,needless,toronto,usual,nra,88,decreas,jagguera,joylynbest,bay,soul,end,wake,griev,famili,mother,ravmoss,tmoiaf,prevent,advoc,alon,nytim
166,american,promis,reduc,three,senatorenzi,senjohnbarrasso,lizcheney,wyom,teen,god,black,wound,mental,public,blame,wake,obese…,“bulli,lgbt,postandcouri,thehylian12,mother,davidhogg111,david,problem,wear,lobbyist,crime,control,33000,change…,health,taken,stop,hand,griev,tribliv,"marchforourlives
gunsensecandidate
roadtochange
w","
marygayscanlon","
th…",amongst,joelcomiskey,counselingfirst,luck,gaffney,nra,,herein,gun,real
167,mayor,shot,wonder,wake,women,joshmatlow,epcmrecruit,urbanpoliticsto,citizen,aappr,research,aaplead,problem,dedic,change…,33000,gabbygifford,govern,onpoli,victim,injur,dead,prevent,help,believ,approach,ray,1st,tstcproud,determin,solv,griev,th…,mother,stfu,woke,courag,control,elexusgarcia,stemcellpar,emiliasuz,ew,nra,kcsct85,mention,gun,tabathasouthey,thisisamerica,,mthargo
168,anti,isn’t,enforc,hahahahhhahah,ahahaha,"crimes

pleas",van,usa,mother,privat,sadden,chao,southgadiva,chicago,pass,speak,ericchurch,act,victim,vi…,owner,focus,toronto,law,prevent,30000,sweet,sempr,prima,linea,nra,violenc,oddthingstocollect,tribliv,griev,die,american,prayer,worri,offic,ye,polic,amaz,excel,reductiolog,gundeath,suggest,piec,brave,gun
169,walk,anti,vice,extrem,simpl,gestur,creat…,dc,thr…,crime,imp…,gang,breitbartnew,mani,die,🤦🏽‍♀️,funer,real,3d,woman,nigga,control😭,amanda,betoorourk,doom,30000,toronto,continu,prevent,creat,blazecarter58,stil…,affect,plan,children,held,wednesday,shoot,ericchurch,might,law,studi,violenc,stand,usa,weri,gun,nra,gregabbotttx,ccfrccdaf
170,47,chicago,almost,faithgoldi,bdxl,hundre…,kevinmklerk,law,countri,issu,protest,prevent,mayor,health,public,rinaldo,walcott,realiti,handicap,member,enact,itzelita,ajplu,howev,gang,contagi,"
christianacar",endgunviol,remind,hall,survivor,f…,pm,epidem,fight,braveri,shooter,dick,energi,gunreformnow,enoughisenough,gun,❤️❤️❤️,girli,suck,dunk,stop,👇🏽,tariqnashe,kill
171,toronto,ra…,crap,centuri,prevent,reduc,contact,fellow,flag,victim,gang,mitsurugi,16th,issu,moveon…,jeffteves85,libertyhonorusa,law,wow,common,sound,hand,vote,usa,t…,nytim,point,troll,npr,cousin,chicago,death,ban,shoot,govabbott,polic,nra,violenc,major,stinchfield1776,nratv,,gun,abus,congress,texa,shame,timetotalkabout,cameronkaski,sad
172,drawandstrik,thewareconomi,93,ban,prevent,3d,lobbi,effect,marlonw,teamtrac,creativ,letter,non,calibremag,theyr,fargo,increas,marlon,sketch,quackson666,af,effort,co,owner,fix,momsdemand,yea,parti,governor,blueprint,neex,oppon,kill,wesrucker247,abaout,aninomso,kanayo,cbsnew,other,mayor,davidhogg111,rel,florida,gun,nra,👎🏼,voteorang,👇🏻👇🏻👇🏻👇🏻,👏🏼👏🏼✊🏻✊🏻,call
173,abo…,"impatient”

thes",candicespatton,privately…,peopl,wrote,parkland,“kids”,fierc,research,intertwin,blm,,respons,resolv,off…,mental,emerg,tribliv,griev,kid,administr,racism,mynebari,cdc,violent,gregabbotttx,prevent,law,rais,nra,tinagl1023,realtylerz,davidhogg111,nrabloodmoney,nrarussia,repres,david,hand,violenc,orlando,gun,markwarn,👍👍👍👍👍,shannonrwatt,👇import,vote,call,florida,mariodb
174,repres,senatemajldr,media,nation,25district,mariodiazbalart,equal,john,huge,rucku,ill,fredguttenberg,difficult,statist,increas,toronto,woke,walkaway,hogg,bogu,ban,blow,violenc,polit,phone,prevent,anoth,voteforyourl,november2018,registertovot,em,kid,florida,davidhogg111,david,abid,believ,resist,gotta,research,mariodb,call,nra,gun,number,victim,wow,background,rgay,usaovernra
175,white,calibremag,non,letter,experienc,alreadi,thefirstpurg,fetish,purg,topic,birthstrid,briberi,essntialmidwif,memphischoic,unconstitut,nonramoney,keep,hack,violenc,help,connect,allow,gang,lpd1836,activ,health,neither,100,vote,dial,“1”,novemb,readi,read,betoorourk,domest,problem,thank,cultur,promot,,control,complet,gun,facepalm,truefactsst,sober,wow,mariodb,nra
176,think,deadlier,teamtrac,consid,gun,slope,slipperi,control,stop”,“if,g…,end,3d,20’,reduc,vote,continu,countri,yo,mani,randcorpor,tragic,sens,victim,fight,what,children,abbyfeldman,crime,america,housegop,voter,rubl,dollar,cdc,wakeupamerica,"
🇺🇸",chicago,david,hogg,govabbott,ya,davidhogg111,mariodb,work,nra,lol,florida,guncontrolnow,call
177,oliviamess,dloesch,dealer,co…,crimin,regul,by…,limit,publish,amend,racial,oper,gun,law,nrarussia,110,victim,kid,everytown,prevent,citizen,convers,lost,weekend,aim,patent,kavanaugh,"

scotu",❌❌❌❌👎,marchforourl,shoot,hurt,homicid,mention,vote,fals,2nd,head,sad,momsdemand,simplist,,atack,mariodb,number,nra,justice4bubblegum,solog,america,indivisibleteam
178,he’,phone,effort,spread,mass,concern,killing…,nj,today’,p…,heartbreak,end,jacksonvil,build,allow,arm,liber,slimey,curb,globeandmail,sick,doom,lizardrumsfeld,3d,6abc,republican,leonardpittsjr1,school,restrict,grab,dial,toronto,imho,songwrit,wow,democrat,idiot,nra,mariodb,nrabloodmoney,dloesch,davidhogg111,broke,violenc,woke,idea,gun,ericchurch,💙💙💙💙💙💙,eric
179,music,shoot,stop,everytown,momsdemand,sens,candid,arent,less,cdc,stagger,parentsacrossfl,statist,citizenswhip,lwvflorida,🇺🇸🇺🇸🗽🗽🌎😞,robrein,altern,fox,universewtf,fund,davidhogg111,pig,call,rural,smooth,followback,prevent,whip,"

ass",hankiii,momsdemandact,plan,rip,😔💔,mariodb,fan,proud,nraisaterroristorgan,fuckthenra,nra,gun,eric,he’,lost,church,bs,votehimout,dana,ericchurch
180,shot,michaelpfleg,dumbest,protest,she,abridg,vote,violenc,to…,capita,per,3d,ericchurch,danneywilliam,domest,spare,folk,smith,ballot”,“life’,countri,he’,congress,children,bail,convers,church,eric,chicks”,dixi,“the,senat,13052060638,mariodb,"

imwithtina
tinaformn",sentinasmith,sclem81,charliekirk11,,screw,gun,save,hundr,sad,oml,🔥👏🏼✊🏻✊🏻,werk,vote2018,ssrey,swish
181,canadian,black,said,respons,toronto,devour,❤️,marchforourl,worri,muslim,violenc,issu,bs,propagandist,crime,caus,vigil,upstat,held,davidhogg111,mariodb,thefirstpurg,fetish,purg,w…,kept,racism,pile,law,increas,care,number,radar,clearli,murder,school,victim,american,high,america,stand,suppos,allow,ericchurch,tool,gun,nra,cantfixstupid,👇🏻👇🏻👇🏻👇🏻,liber
182,kill,re…,ridicul,accept,surgeon,plastic,sue,career,realiz,bitch,member,krassenstein,solv,weinsteinlaw,alarm,folk,necessari,3d,organ,weapon,survivor,eric,banditgango,godlycenterpsn,exact,cnn,countri,blame,violenc,afford,malloy,t…,church,wave,dloesch,suck,a…,girl,fine,gun,run,vampir,hard,ericchurch,tell,nra,leadership,🙋🏾‍♀️,😄😄😄😄😄😃,stuff
183,stop,regard,close,stillgray,realjameswood,ask…,horribl,year,republican,white,homicid,survivor,"
224",mass,sjpeac,impeachtrol,epic,chefjohnshield,garylinek,dem,tubaprid,"

here",bigox1429,gaylex,thought,nratv,dloesch,detroit,crime,nytim,gang,😂😂,nahi,meenakshiiik,ericchurch,racism,answer,shoot,blatant,yourethegoat,slut,tw,less,earlier,mattshaheen,vantaylortx,nra,studi,thx,lose
184,seri,piec,system,ensur,beyond,commonplace…,preval,33000,change…,condon,stand,fosterthepeopl,💩🤷🏽‍♂️,pump,gun,research,victim,intellig,boycottericchurch,“the,idiot,patrickkorelli,s”,a…,safer,allow,match,eric,nbcnew,cdc,control,sorenltd,die,letter,viole…,dichat,instead,canada,ton,take,american,america,violent,everyone’,man,ericchurch,nra,countri,problem,❤️❤️❤️
185,keep,research,thi…,childsh,humanth,aim,dev…,declar,firearm,epidem,ff,lobbi,america,briberi,congress,son,comment,tie,spi,problem,mental,johnson,brad,toronto,individu,soulless,dloesch,pathet,speak,sick,church,nra,polit,omg,truth,id,let,afraid,minds❤️,mmmm,woman,lost,meanhe’,stop,oaklandpoliceca,lad,sensibl,pleas,wait,jail
186,sudburi,tougher,canada,area,toronto,recent,hav…,vega,lay,eric,forward,garden,earth,repeat,dumbass,gla…,suck,revstelilimborn,talena23472,litalianovero,pigdowndog,danielbkof2…,tighe15,religul,captainswoop1,min…,reproduct,maxim,desir,wast,american,folk,choos,crazi,sheriffclark,grizzlemeist,wacko,likely…,point,nra,commun,191,continu,repr…,awar,church,rufiopanman,threaten,,organ
187,wsj,mayhem,facial,technolog,combat,perhap,school,c…,recognit,govern,grate,ex,met,“serious,wi…,said,road,violence—but,cohen,violenc,lunat,intoler,protect,pro,hall,charleston…,town,equal,support,shot,america,bitch,purpos,dread,kill,citi,ericchurch,standbyyour,perspect,guy,gun,15,g…,rage,canada,friday,beard,proud,i’ll,respond
188,moron,gain,“loose”,anyway,quit,him…,sheriffclark,credibl,ot…,death,fg,evid,ignor,total,crush,suck…,y…,john,america,proper,da…,cdc,studi,stillgray,lobbi,44,print,erwinemm,nra,help,candid,violenc,control,mental,politician,oliv,skewer,canada,"

yourdailyaction…",endors,favorit,fascin,violence—but,rage,davidsedari,newyork,generalkatz,threaten,gun,rurdy4it
189,gotta,subjec…,sleep,ball,it’,neverforgotten,co,mental,chil…,gop,violence—but,canada,rage,toronto,ericchurch,violenc,k…,grave,“rehabilitation”,reuter,cur…,wing,17yearold,advoc,anti,sound,stupid,realdonaldtrump,brother,prevent,nbcnew,lost,wake,america,eric,truth,4word,payoff,marcorubio,special,condemn,lombray,kind,plan,nrakil,inde,secupp,nra,gun,❄️
190,fault,believ,marcorubio,usfda,wipe,valentines…,sjw,virtu,signal,continu,virginia,organ,inclus,convers,disproportion,rage,rights”,fact,year,fight,wake,injustic,racism…,canada,ottawa,consid,word,survivor,rest,violence—but,american,right,dloesch,countri,suicid,victori,freedom,gun,america,🙋i,remind,2a,"pharma

1000",crumb,speak,promot,ericchurch,nra,idiot,stop
191,hardsci,want,focus,anyon,victim,isn’t,base,insan,zone,i…,piersmorgan,son,there’,cop,surgeongener,untouch,surg…,commun,gang,church,david,cnnbrk,kill,solut,eric,unnecessari,enoughisenough,parklandstrong,endgunviol,gun,amp,citi,donat,everytown,toronto,violenc,"america
","😜
👊
",longer,nra,fan,hand,hogg,ericchurch,wouldnt,must,mariabutina,👇👍😂👏,czv416,boost
192,cnn,justifi,right,chicagoarea,famili,america,serious,cop,protect,canada,smh,law,politician,3d,blame,american,runningwaterscl,"

annmarier2",might,explain,dloesch,shotspott,repwalberg,hand,ban,print,ericchurch,violenc,boycott,fool,mediocr,best🇺🇸,student,kill,fbi,wow,know,toronto,wors,,dumb,die,thecoreyholcomb,gun,direct,nra,mariodb,❤️’,puppet,fan
193,saysometh,theyr,infiltr,twitter,,investig,wide,nra,anyway,wbobalink,hogg,everytown,protect,selfish,control,gener,fucken,arsehol,seem,school,housegop,problem,gunsens,guncontrolnow,anthoni,hand,marcorubio,lilaroybean1,page,spensiv,fox32new,church,eric,piec,toronto,gun,lisa,read,gang,violenc,davidhogg111,program,nra🇺🇸🇺🇸,nratv,insan,ericchurch,👇🏾,call,mariodb,jasonisbel
194,murder,parkland,tallahasse,paid,shot,prevent,countri,insult,mattlargey,defdist,ellenbarkin,canada,fact,change…,33000,rememb,church,texa,sword,blame,headtold,nra,doesn’t,obvious,epidem,projecteject,pledg,ralli,blood,enough,planet,shame,eric,outlaw,meltdown,❄️,kid,,isnt,mariodb,hand,control,key,entertain,ericchurch,law,gun,career,wasn’t,lt3
195,wound,die,violent,supremacist,immigr,fix,hackforgooddc,dataset,dcfemtech,timcast,bodi,isi,fordnat,terror,shame,church,let,student,basic,slaughter,marcorubio,kombatk,thelieutenantofinishmor,bloodi,assault,toronto,newtradit,su,ban,reduc,robin,boogiepopprobin,sens,law,kill,tragedi,victim,violenc,"this
neverquit",chicago,nra,purg,eric,anerican,idiot,gun,dumpericchurch,vote,fan,ericchurch
196,law,anyway,change…,33000,sandune913,chriseargl,instig,suck,church,"

there",don’t,s…,warrant,noth,shoot,bright,absolut,hailey,baldwin,gop,vigor,campaign,launch,boycottericchurch,angri,crime,orlean,discuss,sinc,control,nra,countri,tw,whine,po,black,research,end,mayb,gun,american,davidhogg111,parkermolloy,stop,,ridicul,madden,ericchurch,learn,idiot
197,journal,cbccanada,spotter,commonsensegunlaw,sponsor,refer,a…,"😢😢😢
love",die,blame,women,thebotsist,tough,chicago,law,term,ap,mall,much…,toronto,practic,them…,worri,untrac,threat,reduc,2a,davidhogg111,low,incred,surpris,relat,nra,shot,white,eric,ban,berni,socialist,,problem,kid,texa,ericchurch,gun,"learn
ericchurch",snowflak,amen,bs,🔥🔥🔥🔥🔥
198,racist,radio,atlanta,pain,carmelo,couldnt,th…,public,death,lost,congression,ralli,can’t,unit,woman,school,nra,prevent,famili,twitter,kill,alli,tire,cbc,instead,crisi,blame,appear,student,star,kimsmom3,victim,s…,young,advoc,firearm,bt,hand,research,post,reduc,legisl,america,ballofsonshin,vanjones68,gun,allow,👇😎👇saturday👇😎👇,jenkeesmaat,ok
199,hard,health,negatives…,quackinstein’,fredguttenberg,💦🌊🌊🌊,flood,wave,claim,law,continu,equal,ryanafourni,sinc,find,gop,realdonaldtrump,violenc,ohhhhh,afraid,me…,thought,believ,school,legal,comment,fan,⬇🖕🏽,"⬇🖕🏽
nra",conserv,nope,almost,later,prevent,nra,common,florida,davidwohl,jacobawohl,pactmiami,leadership,retweet,,sens,lost,gun,this👇🏼👇🏼👇🏼,whereskatko,read,ericchurch
200,"rule

what",bastion,randcorpor,staceyabram,👇👇,revok,hold,ralli,permit,victim,govern,fredguttenberg,cleveland,democrat,childreni,bw,couldn’t,research,noth,gan…,plastic,cnn,dloesch,matters…,he’,year,existenti,crazyoverli,honor,ericchurch,mama♥️,die,gun,help,enough,nra,obsess,lost,right,drop,mic,fuck,lose,point,slave,bam,rinnyss,hmmmmmmmm,yep,true
201,politician,judg,cbccanada,dead,endang…,disregard,artist,project,bronx,prevent,sinc,beg,whether,ericchurch,say,all…,stay,kill,like…,protest,hahahaahahahhahaha,sheriff,prole,syria,"
i",threaten,russia,strongbluewavecoming2018,afraid,anoth,nra,entertain,blame,prove,businessman,don’t,violenc,dloesch,georgia,cincinnati,cincycathedr,eric,church,ga06,educ,hypocrit,,stop,gun,ed
202,inact,cycl,won’t,reluct,tbh,scari,fight,a…,death,histori,rpetti,senat,refus,davidhogg111,twat,other,stupid,prayer,to…,“gun,"ear
drug",left”,bullet,violenc,racist,clearer,couldnt,contrast,law,constitu,canada,troll,gun,stop,join,rosannecash,oregon,ban,nra,demand,militant,hino,,victim,ronwyden,teamluci,🙌🏼🙏🏼🙌🏼,changetheref,lost,oregonway
