,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,crime,satir,toronto,curiou,victim,death,die,end,dloesch,sooooooo,thekerryomalley,drtzar,jakedthedog,rebeccadamonnyc,aug,teenag,theonion,amarch4ourl,nightmar,trauma,knkw,yungneocon,inde,atotalloser2,sensationalism…,tragedi,forget,keep,exactli,aurora,dummi,trend❗️cut,williamleg,far,epidem,famili,stop,control,,hahahahaha,heartbreak,senat,nra,beauti,gun,👌👏👏👏👏👏👏,nora,evolut,spot,ye
1,newspap,around,heartbreak,muslim,jentrifi,common,aynrandpaulryan,hollywood,bropair,cgccontrol,sens,victim,senseless,ban,import,lose,davidhogg111,instigator75,cultur,shannonrwatt,ye,respons,kid,proven,commun,public,children,speak,ac…,stop,six,solut,crisi,account,everytown,law,hermsenor2,control,“promoting”,endors,novemb,mentalhealth,voteforyourl,trauma,donat,omg,america,nra,gun,toomani
2,oppos,diaper,nugent,data,black,upcom,cop,solut,horribl,owner,movement,chrisloesch,goober,shit,us,credibl,interact,vox,pressur,dumptrump,chicago,dloesch,curb,revolutionari,institution,destroy,hook,address,love,lunchnotfreeman,cheecheebeck,flipva02blu,voteblue2018,stop,ope,,shoot,truli,tragedi,gun,impli,america,control,👇🏻,beauti,maga,periodt,join,alyssa,sad
3,ubiqu,inevit,aurora,centuri,16,year,shannonrwatt,consid,masculin,curb,degre,epidem,waff48,target,weird,tell,reduc,"showering
so",heartbreak,disgrac,priority1,aw,goe,number,didnt,altar,sacrif,perpetr,everytown,mass,school,massshoot,nraisaterroristorgan,"
commonsensegunlawsnow",davidhogg111,marcorubio,vi…,kill,senatemajldr,shoot,novemb,win,nra,💔🤙🏽,lost,sad,,horribl,dloesch,gun
4,data,of…,scienc,gather,endur,repulseican,this🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊,defin,dadonfigueroa,harlemj11,strong,stand,fyi,t…,gunsens,bettercontrol,gotta,cc,polic,reppoliquin,congressman,coauthor,propos,fuckin,feed,stuff,senrobportman,end,florida,healthcar,guy,nra,npr,briaasmithh,weird,togeth,,toronto,davidhogg111,young,shake,word,god,unreal,momsdemandact,horribl,darthviden,gun,stop,america
5,repteddeutch,left,usa,kill,"napoleonlegal
👇👇👇",baileyforag,send,control,rid,steve,prevent,bei…,treason,father,⬇️,trumpkin,throw,traumat,immedi,end,nomoregunviol,regul,map,stop,suppos,rest,speakerryan,cont,,scare,health,ass,bullet,toronto,wo,polic,hypocrici,murdercal,support,gun,american,obstruct,gotta,sooo,wow,omg,pleasecomeback,honorthemwithact,horribl,nra
6,1pulse4america,davism0lli,jaxonomara,absolut,ali,hold,word,chicago,honor,univers,women’,shoot,t…,you’v,georgecapen,mass…,thinker,shannonrwatt,liber,judicialwatch,tomfitton,must,disney,famili,inspir,togeth,solv,commun,democraci,spite,prevent,studi,momsdemand,npr,circl,law,effect,ar,tragic,noth,anymor,,american,support,violenc,funni,gun,neveragain,stopkavanaugh,horribl
7,hypocrit,davidhogg111,isnt,boot,hell,attent,countri,member,ralli,yea,hope,ali,relev,commun,andrewcuomo,confirm,“gun,violence”,“people”,murder,right,imagin,issu,violenc,lmao,safe,recogn,student,greenwood,flesh,statist,chicago,30,dealer,georgecapen,"mirror

scari",vote,gun,crisi,gay,tomorrow,repmikecoffman,,"okay

itsthegun",nra,dloesch,hahahahahaha,fridaymotiv,end,guncontrolnow
8,must,crimin,dc,solut,vote,carancianthoni,reach,davidhogg111,"
votedemocrat",atta,"david

gunreformnow",law,depre…,notic,a35362,affect,yet,cnn,senseless,alyssa,mitchsav,us,prayer,fridayfeel,death,win❤️🤣👏,mindlessmenaceofviol,student,,neveragain,nrarussia,irrelev,someth,compet,"
fridayread",amen,preach,grabber,freedomschool,issu,end,he,young,nra,forget,yeah,lolololol,😂😂😂😂,bringdownthenra,stop
9,flint,h…,ope,southsid,"bathroom
",done,neveragain,msdstrong,msnbc,msbellow,usa,student,prevent,dictat,death,2a,does…,juri,madam,organ,hear,anniversari,epidem,colorado,control,nra,omgwhen,senseless,doesn’t,heartbreak,disarmh,inde,gunreformnow,problem,nbcnew,victim,sad,sir,david,davidhogg111,,democrat,gun,it’,👇🏽👏🏼👏🏼👏🏼❤️,🙌🏾🙌🏾🙌🏾,jeffekahn,nonramoney,♥️♥️♥️,thumb
10,they’ll,stick,violenc,that,worri,endgunviol,school,ben,shapiro,must,media,shoot,shotspott,closer,took,don’t,treat,kenidrarwood,chicago,fair,parkland,immigr,shame,xoxo,cnn,tragic,antibiot,cannabi,congratul,cnni,heartbreak,lock,sens,promot,davidhogg111,theyoungpeoplewillsaveu,crimin,"ltltlt
shit",,famili,horribl,nra,news,wonder,gun,point,forgotten,violent,end,absolut
11,times…,answer,lost,research,opportun,prevent,gunn,side,jasoncrowco6,crime,keep,control,america,debat,ye,long,choos,gunreformnow,increas,skrrt,npr,tragedi,s…,sens,basura,nothin,lmaooooo,epidem,end,stop,redpartyisdeadparti,wecan2018,thursday,mad,sicken,owner,gun,wound,louder,🗣the,cnn,david,congratul,😊😊😊😊😊,tell,nra,thought,daddi,sorri,lyin
12,horrifi,thought,dloesch,american,boot,hollowsf,master,famili,victim,listen,countri,debramess,xx…,law,run,"
crime",reform,histori,give,commit,stop,commun,hire,equalityforal,stalinist,camp,old,homi,homies…,gun,style,jacobsoboroff,carriehodousek,kcbsradio,violenc,,epidem,sad,davidhogg111,bruh,gunreformnow,youth,heartbroken,word,media,nra,dumb,yesabsolut,😡😡😡😡😡😡,speakerryan
13,44million,reduc,council,approv,jodiedello,flood,wrong,hard,they’ll,stg,niec,torontopolic,mikeybel,patrol,nation,happen,proud,odd,anger,protest,david,violenc,byproduct,werent,someon,victim,spell,illeg,pathet,goal,year,america,usa,,far,afraid,truth,student,nonsens,unjustifi,easier,epidem,irrespons,shoot,support,problem,gun,🔥🔥✊✊👏,guncontrolnow,alyssa
14,anoth,davidhogg111,realsweett,commun,protest…,chicago,countri,concern,random,inevitably…,sfbayareagirl,scottfrazier19,lisalisaprov,"

i",springfield,school,senrhondafield,sully720,realdonaldtrump…,kneel,flag,toronto,didnt,gun,news,advoc,rauner,guncontrol,polic,merci,tw,senseless,altdoj,presid,everyon,tragic,cover,jebana,ameryka,ali,ayub,guy,,event,voic,thank,yo🙇🏾‍♀️🙏🏾,goal,agre,end
15,a…,anoth,domest,hbu,dinner,polic,brutal,crimin,rucku,second,an…,beyond,case,grandmoth,report,innoc,b…,town,end,per,violenc,dloesch,nra,senseless,victim,regul,law,respons,offer,black,put,tw,whatth,fcukc,goe,five,music,mad,problem,huge,gun,"
chicago",hahahaha,stop,thug,gotta,ridicul,🔥🔥🔥🔥🔥🔥🔥,betofortexa,👏🏻👏🏻👏🏻👏🏻👏🏻
16,control,ass,ensur,relationship,betwe…,strong,duti,hadda,whoop,rican,kosta,sick…,ayenicol,sukhmaan,rot,“gun,hypocrisi,zones”,continu,"control
abortion
rus…","liberal

gun",issu,innoc,mani,p…,unbeliev,irrespons,sayshummingbird,"
slap",pinpoint,toronto,shotspott,technolog,divers,musingtig,drastic,kylekashuv,⬇️⬇️,newsroom,member,nonra,american,shoot,nora,endgunviol,betoforsen,gun,stop,reason,kid
17,elec…,glorifi,from…,nabeeelakhtar,kashmiri,tote,allow,friday,homicid,600th,second,sad,school,4yearold,accident,gunviol,2yearold,cousin,famou,hurray,ahahahhahahah,eteknix,post,wow,gun,thehil,kill,idiot,countri,hitech,pois,cop,curb,highest,incid,you’r,maga,teamcernovich,peterwehn,famili,civil,wtf,😥😥😥😢😢😢😢😢😢,citi,wound,lost,wise,due,hear,solecollector
18,terrorist,terrifi,like…,control,place,kill,anyon,histori,recent,gu…,mistak,dovnorman18,oliverklosov5,polic,rogue1angel1,citi,worri,let’,tomilahren,chiktandoori,repvaldem,tragedi,gut,damn,endur,wrench,robber…,report,vi…,due,cousin,lost,brother,speakerryan,jerk,thinkknow,uncar,stupid,job,import,media,basic,antinra,pedophil,shoot,mass,tracker,friday,wound,
19,antifamarch,democracynow,bear,mac…,gop,gavinnewsom,veteran,gavin,stormwarnwx,next,il,suntim,chicago,wound,friday,independ,archiv,media,i…,hatr,fuel,social,lacuchina,mayb,mental,andor,me…,everi,appar,sorrow,sorri,countri,tackl,"😢
nra
gop
housegop

hi","hands
nrakillskids…",blood,in…,glorif,constant,violenc,isnt,1st,theboldtypetv,kill,less,america,gun,control,wors,strong
20,flow,addit,tlp,asset,barrel,skewer,john,oliv,politician,neck,willingl…,pellet,fight,promot,womensaid,‘rid’,"

lie…",annolivariu,solacewomensaid,children,gayslessi,assault,harveysleazewood,nuditi,fact,made,common,dailymailuk,free,accord,violenc,condol,fortnight,jamescharl,charl,equip,total,cost,marchforourl,🙏🏽😔,babygirl,rip,roadtochang,nonramoney,anoth,america,countri,gun,petersweden7,nbs☹️💔
21,question,depend,seem,brains…,differenceit,crisi,cnnbrk,msnbc,ap,abcnew,nbcnew,cbsnew,confronting…,pitch,freelancejourn,eg,nationswel,so…,"
thi",street,david,student,realdonadtrump,orangutan,read…,scapegoat,sovizralg,fakenew,wewuzmetokur,commit,wo,victim,law,toronto,polic,keep,violenc,america,"
earc2018",moe,structur,gop,control,activ,gun,thank,davidhogg111,nra,truth,neverforget
22,newshouston,m…,victim,mani,deliv,reduc,council,approv,44million,children,lyric,tednug,peacesarah3,tweakybamm,robertsnet,crimin,theyr,yogageni,flag,ravena68,solv,hi…,11,accord,terror,epidem,"

gun",33000,change…,cyrilramaphosa,ipyg,respond,fight,citizen,let’,ted,law,famili,chicago,solidar,die,catolett,drmgilligan,catoinstitut,logic,gun,👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽🖥️📱📧✍🏽📞resist,sound,bluewave2018,kansa
23,unroot,infrin…,root,kareemhamdi,shoot,ban,victim,hogan,nurahabdulhaqqq,result,revrosemari,novascudi,us,neighborhood,aftereffect,accid,"police
10",davidhogg111,senseless,note,council,teachersandgunsdontmix,neveragain,increas,peac,bu…,pray,statist,street,told,momsdemand,oppress,counti,thehil,drop,👇🏿🙌🏿,shall,himym,lolz,badg,young,gun,cumberland,nra,control,votethemout2018,honor,😟😰,dope,stop
24,youth,supremaci,root,father,baltimor,notsosubtl,bastard,reason,msnbc,cbsnew,shoot,reelect,vi…,law,norma…,sicko,wasn’t,governor,bjp4india,yet,colorado,enough,platform,nickkristof,link,control,somebody’,,white,constant,repiev,dloesch,cnn,gotta,they’r,certifi,die,forgot,d…,gun,psycho,voteblue2018,votebluenomatterwho,unreal,nigga,america,dude,nra,michaelianblack,sad
25,address,countri,relat,you…,❤️❤️❤️✝️🙏🇺🇸🙏✝️✝️✝️❤️,keep,listen,momsdemand,secondammend,ownership,briaasmithh,data,foxnew,gang,for…,enoughisenough,marchforourl,nraisaterroristorgan,"
bowlingdonna","
rancorsoft",peanutbrigad,war,pleas,place,firearm,impact,obvious,“blacklivesmatter”,seattl,gun,epidem,lock,mayb,crickafer00,reduc,end,,fals,seem,littl,fight,tnstepdad,suicid,youa,point,nra,law,cours,repjeffduncan,vote
26,anoth,carri,gang,kid,keepgo,expectu,grave,safe,moment,die,fewer,monkey,base,sens,south,pass,againt,charg,blame,child,prevent,offend,your,finger,march,thisiszerohour,discuss,momsdemand,agre,mayorpugh50,justinfenton,rate,ope,,sink,employe,parkland,champion,nygovcuomo,wich,helicopt,gun,celebtalentintl,money,school,funni,puussssyyyyyyi,idea,toronto,mikeljollett
27,shootings”,“mass,punish,weather,annapoli,doesn’…,school,polit,ban,anyth,laugh,presidentsnid,thesmelloftea,castrat,this…,need,robrein,issues…,horribl,edna,12year,sung,law,american,vfariasveronica,crimin,fck,promot,claytravi,“nra,nightmare”,,white,mn,omg,say🖕🖕🖕🖕🖕you,seem,nra,gun,issu,mikey🔥🔥🔥🔥😂😂😂😂😂,smart,seattl,never,danarohrabach,said,davidhogg111,terrifi,disgust,vote2018
28,enforc,‼️😪,"family
🎶",measur,safer,harleyrouda,mass,congress,anoth,hous,fan,shit,pleas,continu,senseless,harley,crime,presidentsnid,thesmelloftea,violenc,control,shoot,ass,search,doortodoor,nigga,erad,offic,lose,chamber,ga,nicoleclowneyar,adriennekvello,gop,dana,hideou,wth,americaisasickcountri,usaissick,law,jebbush,gun,‼️‼️‼️‼️,stop,wtf,thread,ca48,cnn,dojustic,daddi
29,room,sung,12year,mn,emot,tragic,school,citi,last,ingrahamangl,volunt,harleyrouda,potu,tour,vanswarpedtour,warp,realdonaldtrump,condon,violenc,rape,ralli,bmorebloc,deray,blmbaltimor,us,kill,1st,overturn,august,america,scavino45,usagsess,jaykelly26,law,speakerryan,ban,tri,carri,death,presssec,ivankatrump,foxbusi,societi,michaelianblack,chicago,nra,gave,insan,gun,cadudefrank
30,disobedi,journalist,12year,sung,en…,boyfriend,tragedi,research,fix,hero,ralli,survivor,america,take,kfisuperfan,johnnyutah27,klaasm67,senat,vote2018,shot,nightmar,crime,2016,answer,school,carri,young,threaten,kinzatn33,shoot,incid,58000,ban,😂😂😂😂😂😂,pictur,filter,hag,truth,known,bobsmuel,markwarn,gun,law,davidhogg111,joke,nra,children,scari,wtf,two
31,vote,isnt,medic,youv,there’,nightmar,radomysiski,the…,cernovich,weapon,pov,lisarodvien,demonstr,goo…,markyoungtruth,intellig…,declin,stand,mom,pass,start…,high,law,moment,gop,scuicid,famili,fbi,american,wterrenc,parkland,annapoli,member,effect,crisi,survivor,st…,depart,nra,malcolmn,human,davidhogg111,invit,wasnt,dumb,gun,student,michaelianblack,,edna
32,suggest,ralli,hope,neither,special,sassycrass,straw,treason,florida,care,mamaredfield,fing,33000,american,change…,student,children,andrea,rain,600000,momsdemand,legisl,bc,littl,lost,protest,safermd,cdc,rodriquezkhaliq,wterrenc,supitsshekinah,law,racism,davi,famili,doesn’t,um,violenc,gun,nra,beach,rape,hitler,america,countri,kbolan,davidhogg111,,inthethickshow,ok
33,honor,de,must,bothered…,shame,busi,young,action,my…,process,respect,domest,zeitgeist,clarifi,within,flourish,govlarryhogan,articl,act,wterrenc,majcorneliu,listen,butt,theyr,shoot,cdc,then…,blind,speak,nra,he,scratcher,well,ralli,guy,done,facto,confisc,danarohrabach,end,student,limp,onvot,hand,pass,gun,beauti,crazi,bluewave2018,ca48
34,mattxr,acknowledg,reduc,quit,cameronkaski,fredguttenberg,beccapez,endgunviol,"
stop",kimsmom3,progress,gofasterxlr8,prisonplanet,votethemout,marcelmcclinton,suethenra,nrabloodmoney,vote,hostag,gun,consensu,need,store,commun,ap,stop,shop,federal…,davidhogg111,articl,control,endless,grief,situat,groceri,student,everyon,nra,dannypirnazari,win,young,great,clockwork,domest,hurrah,oh,commonsensegunlaw,danarohrabach,kevinmcgil,jaxonomara
35,ha,neighborhood,th…,shoot,ok,ca48,epidem,bias,vio…,corrupt,solut,restrict,therealjoebuf,kathycronin007,lie,prevent,cnn,everyday,marchforsci,sciencenotsil,gun,traderjo,safe,incid,death,true,countri,fact,problem,america,children,"domestic
abuse
predicts
gun",outta,70,coverag,malerag,fuck,nra,learn,comput,law,this👇🏽,"voteblue
commonsensegunlegisl",maddow,afreakinmen,🎯🎯,cours,truth,domest,realdonaldtrump
36,suspect,groceri,gang,suicid,date,northern,neighborhood,press,militia,hostag,discuss,kept,isnt,per,fact,violenc,calendar,genius,traderjo,😂🔥,spokesperson,back,also,today,legal,regul,health,go,,mental,2a,wors,realdonaldtrump,youth,control,gun,situat,silverlak,america,wtwtwt,louder,dummi,bernie2016tv,"vote4harley
voteforharley
rouda2018
kickoutrussianrarohrbach",hahay,vbspur,vote2018,nra,endgunviol,domest
37,victim,children,retweet,kill,affect,squar,joe’,american,fail,palm,time,law,someon,build,wvmorgantown,🌊🦊👍,silverlak,traderjoeshostagesitu,ca48,repadamschiff,xxxx,jewnorri,wall,traderjo,datagoodi,👇🏼,shoot,marshallsuck,america,rowlandjordyn,stop,parent,chang,realdonaldtrump,b9lyequivoc,trader,politicalemilia,lead,face,gun,nra,lol,colbyklau,sensiblegunlaw,"t
thread",wow,ban,❤️,domest,thread
38,motorcyc…,fantast,arm,alan,amongst,held,heart,enough,palmerreport,famili,racism,abus,signrealliber,needless,fed,countri,vote,dude,domest,slimebal,address,health,law,ridicul,lost,guy,ca48,uninform,imagin,grandma,wasn’t,victim,silverlak,polic,danarohrabach,continu,mental,white,alexking737,harleyrouda,congress,davidhogg111,votethemout,ye,resist,awe,lysistrata,sad,futur,nra
39,abram,shoot,terribl,state,chironu,trader,countri,idiot,control,weapon,concern,annapoli,firearm,platform,brain,donat,asshol,victim,silverlak,virtual,lie,georgiavot,fellow,treasonoustrump,guncontrol,"
stonemandouglas
parklandschoolshoot",nrarussia,"
lyingtrump",abolishnra,surpris,law,thatdevinfield,everyth,guy,promis,domest,nra,scari,trump,everyday💙💙💙💙💙,truth,gun,realdonaldtrump,exactli,disgust,,fuckthenra,wrong,vote,davidhogg111
40,wouldnt,simpl,chose,staff,trump’,idiot,wh,stop,print,tho,gang,among,talk,core,control,rat,plain,disast,cbsla,annapoli,ralli,"chief

metoo",teenag,staceyabram,america,context,anymor,domest,point,kid,nra,3d,what’,violenc,law,sammyami,perfect,motiv,100,safe,popcorn,sens,gun,,orangewaveinnovemb,communist,guncontrolnow,"sad

impeachtrump",nraisaterroristorgan,davidhogg111
41,woman’,doesn’t…,nothin…,reform,sit,experi,grip,common,appar,davidturley4,suggest,caseycagl,voter,vi…,doesn’t,compar…,barackobama,jojeif,srikanthtalagad,australia,weapon,describ,silverlak,happen,senseless,chicago,wake,cnn,endgunviol,countri,murder,"harley
bluewav",nra,endors,filmcrithulk,attempt,cameronkaski,fredguttenberg,alwaysbcarryin,foxnew,gun,vote,dwl815,kzn,realdonaldtrump,despic,control,davidhogg111,disgust,👏👏👏👏👏👏👏
42,stu…,scientif,debat,deathcrim,harvard,willingli,due,ruine…,kznpeopl,dictat,constitut,permiss,else’,nee…,california,experi,kaylaebienpesa,ourrevolut,onwardtogeth,indivisbl,theresist,condon,😂😭😂😂😂,word,agenda,dasenthathiah,lchfrsa,push,death,saturday,homicid,goinggloc,davidhogg111,emma4chang,rockthevot,old,tale,citi,unfortun,silverlak,proud,21,domest,hometown,nra,bluewav,,kunzima,cancerofapresid,ye
43,danger,shooter,wont,print,kill,futtarufureytha,world,yesopinion,1st,davidfarri,unimagin,trader,angri,joe,gruff,l…,drug,kid,shot,stock,share,control,cornish,didn’t,serious,nra,ok,puberti,hit,feriamays1,california,countri,law,inalien,agressor,defend,ideas…,ugh,republican”,“if,incorrect,america,chicago,presid,domest,weinsteinlaw,votethemout,gun,ridicul,realdonaldtrump
44,mental,skewer,oliv,distanc,ever,see,violenc,ppl,jump,sanctiti,plain,respect,sens,common,problem,youv,shot,miseri,chao,donald,trail,jonathannauburn,talk,distract,seriou,almost,gosh,everi,genericnyguy,sweetannie23,cnnbrk,mbee74,week,phatand,record,dan55645,abl,heard,wtf,fox59,law,politicalemilia,bibl,charliekirk11,nra,wait,yeah,cant,least,address
45,world,reproduct,statesanct,produc,quit,nra,boo,shoot,administr,racism,offic,polici,monger,backdoor,lanemurdock2002,"
🧡🧡
enough",excit,kenidrarwood,polic,1voiceform,elonmusk,ryancaldbeck,tesla,listen,commerci,glad,advoc,ownership,2a,chicago,obama,live,don’t,danger,emot,real,california,mn,georgia,said,summit,moron,well,🤦‍♀️,enough,thank,"everyvotematters
yourvotematters
defenddemocracy
voteharley",,gt,sens
46,countri,say…,sympath,societi,sweden,iivilici,release6k,kori9898,asajak,domest,suicid,shot,donald,hypocrit,maryland,insan,doctor,lost,th…,mn,school,rowlandjordyn,wont,resist,take,famili,america,right,abc13houston,rohrabach,control,bodi,traitortrump,traitorgop,traitor,conserv,"
voteblue2018",nraisaterroristorgan,novemb,trump,truth,broke,houston,vote,maga,,nra,pray,voteroudaca48,promis
47,momsdemand,violen…,politician,politiciansw,unbelievablewher,innoc,sake,sleep,strict,fox59,hmmm,pocket,outta,wake,realdonaldtrump,gun,disgust,meet,georgiado,indianapoli,firearm,california,anti,russia,law,❤️❤️❤️candid,engag,situat,victim,vp,georgia’,continu,chicago,death,control,flotu,gop,domest,senseless,america,sleazi,trump,wouldwouldnt,vote,soundli,nra,harleyrouda,👇👇👇👇👇👇,thisisnotnorm,"ca48
voteharley"
48,didn’t,vet,famili,gang,rest,meet,afraid,children,t…,shoot,aw,someth,chicago,exactli,endors,end,davidhogg111,danarohrabach,piperperabo,instead,america,knew,bullet,georgia,gop,law,state,trumprussia,vetsresist,vetsresistsquadron,nrarussia,shot,outrag,momsdemand,nation,lyingliar,victim,student,staceyabram,domest,gun,"

it",nra,,understand,bluewav,sensenow,stopdomest,impeachtrumpnow,yup
49,shame,shot,moron,countri,killer,michaelianblack,law,take,pray,domest,illeg,need,lost,sens,🤣you,shiat,danger,innoc,,worri,donat,prevent,everytown,anytim,endors,famili,fill,solut,th…,could,he,student,victim,control,guncontrolnow,voteoutnrawhor,georgia,gun,chicago,stop,common,staceyabram,shoot,america,ye,nra,vote,wow,voteblue2018,think
50,wayinher,paige42canada,dloesch,fair,fear,address,govern,found,senseless,control,outrag,vio…,futur,desensit,prevent,law,includ,agent,gun,shhhhhhhhhhhhhh,polic,someth,speak,safeti,event,horrid,weinsteinlaw,ha…,victim,state,,endors,protect,shot,danarohrabach,realdonaldtrump,a…,america,ride,opd,domest,nra,wife,children,everi,hcomb,staceyabram,trumpfoolishliar,probabl,davidhogg111
51,fb,realmattcouch,law,mostli,clear,arimelb,ocstudents4cc,reduc,"
it",underneath,attent,kill,skullmand,ass,georgia,american,beget,slate,gop,remark,nonramoney,gunsens,voteblu,neveragain,david,,domest,❤💙💚💛💜,violenc,gun,oval,davidhogg111,someth,yike,wow,unaccept,mattxr,"gunsense
gunreform
guncontrolnow",👇👇👇🚨,brianschatz,👇👇👇👇👇👇👇,insan,guncontrol,votedemocrat,horror,wtf,nra,adamparkhomenko,ridicul,truth
52,brian,li…,give,studi,pvp,af…,server,effect,solv,brinjal,torontostar,focu,maga,kill,guncontrol,goe,govern,gun,arm,wouldnt,violenceagainstwomen,slate,simpl,impact,gapol,staceyabram,telephonenut,kaitmarieox,prevent,disgust,hap…,plane,hassl,votethemout2018,violenc,shut,domest,meant,sad,old,import,smh🤦🏾‍♂️,affin,thewrongjedl,trumpsamerica,realdonaldtrump,rememb,weinsteinlaw,nra,
53,mass,law,endors,mrskatsopoli,yesterday,gofundm,slate,could’v,america,‘domest,term,11,almost,tri,gender,casual,brutal,shot,someth,shoot,disgust,pollackhunt,polic,domest,knew,piersmorgan,senseless,bad,anoth,gun,abus,mouth,fail,pig,infatu,,idiot,kill,countri,georgia,nra,like,breath,victim,thank,walktogeth,gunsensevot,gunreformnow,sandyhook,integr
54,event,kill,brandislynn,topic…,student,offend,citi,a…,law,count,obvious,seriou,school,correct,disgust,die,moral,gun,mass,realiz,shoot,saturday,yet,might,davidhogg111,district,"
fucktrump",jwheels74,abc7chicago,nbcnew,domest,reprehens,stop,weinsteinlaw,shooter,yashar,toll,someon,america,chief,could,shut,connect,nra,precis,trumpshumangarbag,gunreformnow,bullshit,lie,vote
55,episod,femal,ever,drug,shut,o…,problem,joe’,threat,sooooooo,pfft,msrebeccablack,mani,olgakhazan,bob42156,death,fox5dc,student,handl,polic,supportparklandstud,supportmuellerandrosenstein,supportemma4chang,collabor,moveon…,stop,difficult,law,die,yesterday,resign,yashar,advoc,continu,agre,nation,omgwil,puppet,violenc,shame,realdonaldtrump,senseless,gun,👇🏻,nra,absolut,ye,harley,fixit,fact
56,tori,community…,neighborhood,requir,wallet,gunsens,rowlandjordyn,cannot,solut,statist,andreahorwath,racist,stop,trump,tweet,awak,can’…,hour…,articl,vp,worst,ye,shoot,accid,id,guntalk,vio…,vi…,democrat,block,child,owner,"list

",reform,countri,👇🏻👇🏿👇🏼👇🏾👇🏽,ommgggg,mrdane1982,nooooo,hed,nra,domest,american,gun,love,toxicmasculin,unavail,thank,thisisamerica,sitholocron
57,shot,buy,american,lost,also,abus,cousin,a…,women,prevent,danarohrabach,succumb,innoc,gun viol,city’,thispaul,helmsinki,necessari,amount,respons,domest,research,terrifi,state,protect,nra,yup,swell,law,health,death,countri,sooooth,fox59,hate,jonathanvswan,senseless,gun,citi,control,amjoyshow,amarch4ourl,inappropri,sjw,,davidhogg111,trumpli,gunreformnow,horrif,flotu
58,actual…,tone,gu…,surpris,rap,not…,rip,niggaz,prevent,convers,there,full,law,emoji,delet,threaten,premiosjuventud,apolog,roarquett,ef,cage,youth,vote,care,ever,learn,lie,domest,truli,merica,stop,polic,,ladi,bought,own,gop,husband,violenc,sendeanhel,control,gun,handl,nra,iq45,outrag,heartbreak,frak,enough,end
59,leav,he’,sendeanhel,2nd,btw,debunktheleft,obtain,shot,color,henrygunn,zackbornstein,davidhogg111,caus,suicid,address,almost,domest,oaklandmagpi,cvshealth,ugochiforev,commun,victim,s…,pro,clear,church,argument,crime,on…,meli,anymor,giancarloqui1,exclud,gun,part,mhmmmm,shoot,religion,🤷‍♀️,anybodi,arm,increas,dloesch,debat,drug,prayforfallon,senseless,mv,nra,roboskesk
60,proof,gang,davidamb,violenc,talk,admir,beauti,neveragain,votethemout,ab,rt,california,suppos,campu,denisegriewisch,great,gaagee0406,gavlar,👍👍👍,sweetlyphan,potu,vibrant,methuen,noth,address,fail,memori,gun,control,hurt,sencortezmasto,endors,dumb,cbctoronto,,commun,scare,parkland,support,displace15,rowlandjordyn,research,ty,read,nra,rhonda,davidhogg111,jerk,solut,releasethetrumptap
61,kasodu,dizf,racist,america,senseless,andrew,public,much,shit,control,🙏🏾🙏🏾🙏🏾,nra,gunsensevot,enoughisenough,drive,johntori,stop,,shot,😟😟😟,donat,law,safe,bearprotectusnotur,scari,victim,dude,hand…,holi,oh,dloesch,never,omg,perspect,bro,dishonor,anthonys32,richardsyrett,omfg,afuckingmen,serious,end,hell,smh,you’r,torontoshoot,sicken,citi,gun,toronto
62,seriou,maybethat,diversitymight,danforthshoot,preach,sis👏🏽,danforth,recent,neighbourhood,christ,idea,summer,increas,leader,gun,sad,innoc,earth,victim,prayer,damn,johntori,believ,horrif,canada,stay,,dude,wild,ap,sound,fxcked,nragat,gunshotsdanforth,aninav,chefwearsskirt,disgust,wow,terribl,chill,terrifi,gang,horribl,crazi,fordnat,citi,control,torontoshoot,stop,toronto
63,math,leader,danforthstrong,white,foreal,indi,regard,👏👏👏,nimrod,lapdog,"ny
ani",ther…,heavi,innoc,must,nra,"

holi",cn,ctvtoronto,ctv,crazi,spread,y’all,80,toronto’,hand,affect,fordnat,speak,america,sad,oh,unconscion,danforth,mass,safe,omg,horrifi,micdrop,madnessssss,alichiasson,lookner,go,much,canada,wtf,happen,citi,stop,toronto
64,afghanistan,particularli,neighborhood,hypocrit,tragic,continu,someth,shoot,politician,work,swing,toronto☹️,danigray,tweet,everyon,canadatweetboi,fordnat,"thanks



",said,happen,lose,aunt,attent,support,safe,torontostrong,problem,victim,yall,cp24,johntori,moron,strength,divers,near,citi,toddler,danforth,chevi,prayer,multicultur,canada,gun,speak,damn,agendafreetv,lookner,adelfanti,☕️,toronto
